name,link_id,osm_way_id,from_node_id,to_node_id,link_type_name,dir_flag,access,boat,capacity,gnis_feature_id,gnis_state_id,gnis_name,intermittent,tunnel,lanes,length,free_speed,geometry
,57,51476451,88,89,stream,2,,,,,,,,,1,21.38780807944385,,"LINESTRING (-94.9190241 43.3897924, -94.9188534 43.3899394)"
,58,51476451,89,90,stream,2,,,,,,,,,1,2.3022455377824684,,"LINESTRING (-94.9188534 43.3899394, -94.9188528 43.3899601)"
,59,51476451,90,91,stream,2,,,,,,,,,1,13.62691714259351,,"LINESTRING (-94.9188528 43.3899601, -94.91874850000001 43.3900564)"
,60,51476451,91,92,stream,2,,,,,,,,,1,21.37707160072296,,"LINESTRING (-94.91874850000001 43.3900564, -94.9185966 43.3902138)"
,61,51476451,92,93,stream,2,,,,,,,,,1,7.908902654927655,,"LINESTRING (-94.9185966 43.3902138, -94.9185679 43.3902818)"
,62,51476451,93,94,stream,2,,,,,,,,,1,10.633739355972843,,"LINESTRING (-94.9185679 43.3902818, -94.91852009999999 43.3903709)"
,63,51476451,94,95,stream,2,,,,,,,,,1,14.209440780215171,,"LINESTRING (-94.91852009999999 43.3903709, -94.9184734 43.3904941)"
,64,51476451,95,96,stream,2,,,,,,,,,1,13.324736402707366,,"LINESTRING (-94.9184734 43.3904941, -94.91842010000001 43.3906075)"
,65,51476451,96,97,stream,2,,,,,,,,,1,7.019557619273013,,"LINESTRING (-94.91842010000001 43.3906075, -94.9184011 43.3906691)"
,66,51476451,97,98,stream,2,,,,,,,,,1,50.368261451969026,,"LINESTRING (-94.9184011 43.3906691, -94.9183177 43.391118)"
,67,51476451,98,99,stream,2,,,,,,,,,1,4.1592644161276615,,"LINESTRING (-94.9183177 43.391118, -94.9182891 43.3911491)"
,68,51476451,99,100,stream,2,,,,,,,,,1,19.642654076161545,,"LINESTRING (-94.9182891 43.3911491, -94.918119 43.3912753)"
,69,51476451,100,101,stream,2,,,,,,,,,1,11.387895831195209,,"LINESTRING (-94.918119 43.3912753, -94.9180061 43.3913366)"
,70,51476451,101,102,stream,2,,,,,,,,,1,13.86396287404959,,"LINESTRING (-94.9180061 43.3913366, -94.9179018 43.3914356)"
,71,51476451,102,103,stream,2,,,,,,,,,1,4.673465837854063,,"LINESTRING (-94.9179018 43.3914356, -94.9178632 43.3914669)"
,72,51476451,103,104,stream,2,,,,,,,,,1,11.543424736168419,,"LINESTRING (-94.9178632 43.3914669, -94.9178443 43.3915698)"
,73,51476451,104,105,stream,2,,,,,,,,,1,10.111732593691942,,"LINESTRING (-94.9178443 43.3915698, -94.91780129999999 43.3916552)"
,74,51476451,105,106,stream,2,,,,,,,,,1,28.860664919576504,,"LINESTRING (-94.91780129999999 43.3916552, -94.9177476 43.3919118)"
,75,51476451,106,107,stream,2,,,,,,,,,1,16.42198972355877,,"LINESTRING (-94.9177476 43.3919118, -94.9176854 43.3920524)"
,76,51476451,107,108,stream,2,,,,,,,,,1,16.61346911596867,,"LINESTRING (-94.9176854 43.3920524, -94.9176518 43.3921998)"
,77,51476451,108,109,stream,2,,,,,,,,,1,14.497100282713584,,"LINESTRING (-94.9176518 43.3921998, -94.9175939 43.3923232)"
,78,51476451,109,110,stream,2,,,,,,,,,1,19.56239313031041,,"LINESTRING (-94.9175939 43.3923232, -94.9175077 43.3924876)"
,79,51476451,110,111,stream,2,,,,,,,,,1,47.21237275667572,,"LINESTRING (-94.9175077 43.3924876, -94.9173129 43.3928879)"
,80,51476451,111,25,stream,2,,,,,,,,,1,5.854445284570913,,"LINESTRING (-94.9173129 43.3928879, -94.9172985 43.3929395)"
,81,51476523,22,112,stream,2,,,,,,,,,1,21.455610690089912,,"LINESTRING (-94.9131237 43.399053, -94.9130487 43.3988679)"
,82,51476523,112,113,stream,2,,,,,,,,,1,16.17133865443399,,"LINESTRING (-94.9130487 43.3988679, -94.9129839 43.3987303)"
,83,51476523,113,114,stream,2,,,,,,,,,1,8.643758679037896,,"LINESTRING (-94.9129839 43.3987303, -94.9129568 43.3986551)"
,84,51476523,114,115,stream,2,,,,,,,,,1,9.716799983584739,,"LINESTRING (-94.9129568 43.3986551, -94.9129196 43.398572)"
,85,51476523,115,116,stream,2,,,,,,,,,1,14.903917823694055,,"LINESTRING (-94.9129196 43.398572, -94.9128736 43.3984422)"
,86,51476523,116,117,stream,2,,,,,,,,,1,14.070212609771342,,"LINESTRING (-94.9128736 43.3984422, -94.9128363 43.3983186)"
,87,51476523,117,118,stream,2,,,,,,,,,1,32.43798250558501,,"LINESTRING (-94.9128363 43.3983186, -94.9128247 43.398027)"
,88,51476523,118,119,stream,2,,,,,,,,,1,6.188224288325601,,"LINESTRING (-94.9128247 43.398027, -94.9128527 43.3979752)"
,89,51476523,119,120,stream,2,,,,,,,,,1,10.530951270426808,,"LINESTRING (-94.9128527 43.3979752, -94.9128819 43.3978829)"
,90,51476523,120,121,stream,2,,,,,,,,,1,16.243429383362376,,"LINESTRING (-94.9128819 43.3978829, -94.9129629 43.3977492)"
,91,51476523,121,122,stream,2,,,,,,,,,1,5.575694538141901,,"LINESTRING (-94.9129629 43.3977492, -94.9129824 43.3977011)"
,92,51476523,122,123,stream,2,,,,,,,,,1,4.520348060547079,,"LINESTRING (-94.9129824 43.3977011, -94.91301970000001 43.3976708)"
,93,51476523,123,124,stream,2,,,,,,,,,1,16.656772366552868,,"LINESTRING (-94.91301970000001 43.3976708, -94.9131431 43.3975508)"
,94,51476523,124,125,stream,2,,,,,,,,,1,18.52049095655591,,"LINESTRING (-94.9131431 43.3975508, -94.9133599 43.3974967)"
,95,51476523,125,126,stream,2,,,,,,,,,1,7.7928792011344035,,"LINESTRING (-94.9133599 43.3974967, -94.91345459999999 43.3974834)"
,96,51476523,126,127,stream,2,,,,,,,,,1,15.832433477628218,,"LINESTRING (-94.91345459999999 43.3974834, -94.91364230000001 43.3974425)"
,97,51476523,127,128,stream,2,,,,,,,,,1,13.971270149117322,,"LINESTRING (-94.91364230000001 43.3974425, -94.9137934 43.3973814)"
,98,51476523,128,129,stream,2,,,,,,,,,1,13.010556509584426,,"LINESTRING (-94.9137934 43.3973814, -94.913917 43.3973064)"
,99,51476523,129,130,stream,2,,,,,,,,,1,33.70894400970625,,"LINESTRING (-94.913917 43.3973064, -94.91421029999999 43.3970908)"
,100,51476523,130,131,stream,2,,,,,,,,,1,4.753627919160818,,"LINESTRING (-94.91421029999999 43.3970908, -94.91423880000001 43.3970534)"
,101,51476523,131,132,stream,2,,,,,,,,,1,3.8376384937317685,,"LINESTRING (-94.91423880000001 43.3970534, -94.91426749999999 43.3970259)"
,102,51476523,132,133,stream,2,,,,,,,,,1,11.544478137973375,,"LINESTRING (-94.91426749999999 43.3970259, -94.9142865 43.396923)"
,103,51476523,133,134,stream,2,,,,,,,,,1,18.57607611798327,,"LINESTRING (-94.9142865 43.396923, -94.9143258 43.3967584)"
,104,51476523,134,135,stream,2,,,,,,,,,1,3.003143500404892,,"LINESTRING (-94.9143258 43.3967584, -94.9143249 43.3967314)"
,105,51476523,135,136,stream,2,,,,,,,,,1,3.9410024737683202,,"LINESTRING (-94.9143249 43.3967314, -94.9143164 43.3966965)"
,106,51476523,136,137,stream,2,,,,,,,,,1,27.094934774270428,,"LINESTRING (-94.9143164 43.3966965, -94.9143322 43.3964531)"
,107,51476523,137,138,stream,2,,,,,,,,,1,28.2940245061595,,"LINESTRING (-94.9143322 43.3964531, -94.9143625 43.3961996)"
,108,51476523,138,139,stream,2,,,,,,,,,1,22.533455934407243,,"LINESTRING (-94.9143625 43.3961996, -94.91434870000001 43.3959972)"
,109,51476523,139,140,stream,2,,,,,,,,,1,8.194411623543841,,"LINESTRING (-94.91434870000001 43.3959972, -94.914312 43.3959285)"
,110,51476523,140,141,stream,2,,,,,,,,,1,20.293710189478876,,"LINESTRING (-94.914312 43.3959285, -94.9141532 43.3957871)"
,111,51476523,141,142,stream,2,,,,,,,,,1,2.69986845998564,,"LINESTRING (-94.9141532 43.3957871, -94.91414380000001 43.3957638)"
,112,51476523,142,143,stream,2,,,,,,,,,1,5.521378170412427,,"LINESTRING (-94.91414380000001 43.3957638, -94.9141067 43.3957221)"
,113,51476523,143,144,stream,2,,,,,,,,,1,5.976218194336986,,"LINESTRING (-94.9141067 43.3957221, -94.9140597 43.3956806)"
,114,51476523,144,145,stream,2,,,,,,,,,1,3.0024369679825798,,"LINESTRING (-94.9140597 43.3956806, -94.9140601 43.3956536)"
,115,51476523,145,23,stream,2,,,,,,,,,1,9.241232222885742,,"LINESTRING (-94.9140601 43.3956536, -94.9140132 43.3955778)"
,116,51476574,35,36,stream,2,,,,,,,,,1,10.260451952504518,,"LINESTRING (-94.91712149999999 43.3942172, -94.91699869999999 43.3942407)"
,117,51477272,21,20,stream,2,,,,,,,,,1,8.483969769425713,,"LINESTRING (-94.91970449999999 43.3948405, -94.9196105 43.3948745)"
,118,51477272,20,19,stream,2,,,,,,,,,1,13.342597700326696,,"LINESTRING (-94.9196105 43.3948745, -94.91944959999999 43.3949015)"
,119,51477272,19,18,stream,2,,,,,,,,,1,5.969324717656084,,"LINESTRING (-94.91944959999999 43.3949015, -94.9193799 43.3948837)"
,120,51477272,18,17,stream,2,,,,,,,,,1,6.612282835539345,,"LINESTRING (-94.9193799 43.3948837, -94.91929930000001 43.3948734)"
,121,51477272,17,16,stream,2,,,,,,,,,1,25.662765941648864,,"LINESTRING (-94.91929930000001 43.3948734, -94.9189994 43.3947974)"
,122,51477272,16,15,stream,2,,,,,,,,,1,6.018386186891653,,"LINESTRING (-94.9189994 43.3947974, -94.9189427 43.3947623)"
,123,51477272,15,14,stream,2,,,,,,,,,1,4.117597972606218,,"LINESTRING (-94.9189427 43.3947623, -94.9188953 43.3947487)"
,124,51477272,14,13,stream,2,,,,,,,,,1,4.627804346857717,,"LINESTRING (-94.9188953 43.3947487, -94.9188489 43.3947243)"
,125,51477272,13,12,stream,2,,,,,,,,,1,6.9897151824772985,,"LINESTRING (-94.9188489 43.3947243, -94.9187738 43.3946931)"
,126,51477272,12,11,stream,2,,,,,,,,,1,15.915328945156203,,"LINESTRING (-94.9187738 43.3946931, -94.9185815 43.3946621)"
,127,51477272,11,10,stream,2,,,,,,,,,1,7.351642991909644,,"LINESTRING (-94.9185815 43.3946621, -94.9184911 43.3946546)"
,128,51477272,10,9,stream,2,,,,,,,,,1,10.7515273932122,,"LINESTRING (-94.9184911 43.3946546, -94.9183688 43.3946927)"
,129,51477272,9,8,stream,2,,,,,,,,,1,3.18443300414953,,"LINESTRING (-94.9183688 43.3946927, -94.918341 43.394713)"
,130,51477272,8,7,stream,2,,,,,,,,,1,21.417570170262525,,"LINESTRING (-94.918341 43.394713, -94.9183113 43.3949044)"
,131,51477272,7,6,stream,2,,,,,,,,,1,4.959850378824023,,"LINESTRING (-94.9183113 43.3949044, -94.91827290000001 43.3949392)"
,132,51477272,6,5,stream,2,,,,,,,,,1,7.5677312820813825,,"LINESTRING (-94.91827290000001 43.3949392, -94.9182065 43.3949872)"
,133,51477272,5,4,stream,2,,,,,,,,,1,2.6847310433605633,,"LINESTRING (-94.9182065 43.3949872, -94.9181785 43.3950002)"
,134,51477272,4,3,stream,2,,,,,,,,,1,8.827420418065048,,"LINESTRING (-94.9181785 43.3950002, -94.91807009999999 43.3950101)"
,135,51477272,3,2,stream,2,,,,,,,,,1,6.612269458234129,,"LINESTRING (-94.91807009999999 43.3950101, -94.9179895 43.3949998)"
,136,51477272,2,1,stream,2,,,,,,,,,1,0.7101150011457779,,"LINESTRING (-94.9179895 43.3949998, -94.9179812 43.3949977)"
School Creek,137,51496894,34,147,stream,2,,,,00461468,,,,,1,911.6368923822561,,"LINESTRING (-94.9059681 43.3895371, -94.8948012 43.3883701)"
School Creek,138,51496894,147,148,stream,2,,,,00461468,,,,,1,19.198738124303308,,"LINESTRING (-94.8948012 43.3883701, -94.8946029 43.3884652)"
School Creek,139,51496894,148,149,stream,2,,,,00461468,,,,,1,4.734479427995857,,"LINESTRING (-94.8946029 43.3884652, -94.89455169999999 43.3884859)"
School Creek,140,51496894,149,150,stream,2,,,,00461468,,,,,1,19.186551813449746,,"LINESTRING (-94.89455169999999 43.3884859, -94.8943763 43.3886022)"
School Creek,141,51496894,150,151,stream,2,,,,00461468,,,,,1,7.426424627589338,,"LINESTRING (-94.8943763 43.3886022, -94.89429199999999 43.3886288)"
School Creek,142,51496894,151,152,stream,2,,,,00461468,,,,,1,15.119756509005093,,"LINESTRING (-94.89429199999999 43.3886288, -94.89415030000001 43.3887176)"
School Creek,143,51496894,152,153,stream,2,,,,00461468,,,,,1,4.826532843988265,,"LINESTRING (-94.89415030000001 43.3887176, -94.8940978 43.3887383)"
School Creek,144,51496894,153,154,stream,2,,,,00461468,,,,,1,18.675776352988525,,"LINESTRING (-94.8940978 43.3887383, -94.89392220000001 43.3888475)"
School Creek,145,51496894,154,155,stream,2,,,,00461468,,,,,1,62.126353922773575,,"LINESTRING (-94.89392220000001 43.3888475, -94.893299 43.3891747)"
School Creek,146,51496894,155,156,stream,2,,,,00461468,,,,,1,17.434371301101095,,"LINESTRING (-94.893299 43.3891747, -94.8931177 43.3892597)"
,147,51497102,1,0,stream,2,,,,,,,,,1,32.1871410712929,,"LINESTRING (-94.9179812 43.3949977, -94.9176049 43.3949027)"
,148,51497229,157,158,stream,2,,,,,,,,,1,5.512857859718656,,"LINESTRING (-94.9135335 43.4009685, -94.913477 43.4009407)"
,149,51497229,158,159,stream,2,,,,,,,,,1,9.911145960853192,,"LINESTRING (-94.913477 43.4009407, -94.9133935 43.4008754)"
,150,51497229,159,160,stream,2,,,,,,,,,1,5.779872755171263,,"LINESTRING (-94.9133935 43.4008754, -94.9133563 43.400831)"
,151,51497229,160,161,stream,2,,,,,,,,,1,5.976014750392886,,"LINESTRING (-94.9133563 43.400831, -94.91330929999999 43.4007895)"
,152,51497229,161,162,stream,2,,,,,,,,,1,19.12631590370591,,"LINESTRING (-94.91330929999999 43.4007895, -94.9132448 43.400624)"
,153,51497229,162,163,stream,2,,,,,,,,,1,28.800235243630283,,"LINESTRING (-94.9132448 43.400624, -94.9132762 43.400366)"
,154,51497229,163,164,stream,2,,,,,,,,,1,4.274166393586918,,"LINESTRING (-94.9132762 43.400366, -94.9132936 43.4003297)"
,155,51497229,164,165,stream,2,,,,,,,,,1,4.49326726926511,,"LINESTRING (-94.9132936 43.4003297, -94.9133221 43.400295)"
,156,51497229,165,166,stream,2,,,,,,,,,1,12.695374321933684,,"LINESTRING (-94.9133221 43.400295, -94.9133693 43.4001861)"
,157,51497229,166,167,stream,2,,,,,,,,,1,3.323613140016994,,"LINESTRING (-94.9133693 43.4001861, -94.9133983 43.4001649)"
,158,51497229,167,168,stream,2,,,,,,,,,1,3.099867581449151,,"LINESTRING (-94.9133983 43.4001649, -94.9134073 43.4001378)"
,159,51497229,168,169,stream,2,,,,,,,,,1,6.1091976800391254,,"LINESTRING (-94.9134073 43.4001378, -94.91344530000001 43.4000903)"
,160,51497229,169,170,stream,2,,,,,,,,,1,13.841714127514592,,"LINESTRING (-94.91344530000001 43.4000903, -94.9135409 43.399987)"
,161,51497229,170,171,stream,2,,,,,,,,,1,3.889149031570309,,"LINESTRING (-94.9135409 43.399987, -94.9135496 43.3999526)"
,162,51497229,171,172,stream,2,,,,,,,,,1,5.445689915673235,,"LINESTRING (-94.9135496 43.3999526, -94.9135879 43.3999123)"
,163,51497229,172,173,stream,2,,,,,,,,,1,3.898617274107364,,"LINESTRING (-94.9135879 43.3999123, -94.9135979 43.399878)"
,164,51497229,173,174,stream,2,,,,,,,,,1,3.784538721636509,,"LINESTRING (-94.9135979 43.399878, -94.91362549999999 43.3998505)"
,165,51497229,174,175,stream,2,,,,,,,,,1,3.909496233814933,,"LINESTRING (-94.91362549999999 43.3998505, -94.9136355 43.3998161)"
,166,51497229,175,176,stream,2,,,,,,,,,1,5.523818460978719,,"LINESTRING (-94.9136355 43.3998161, -94.9136737 43.3997749)"
,167,51497229,176,177,stream,2,,,,,,,,,1,12.249526168457395,,"LINESTRING (-94.9136737 43.3997749, -94.9136937 43.3996657)"
,168,51497229,177,178,stream,2,,,,,,,,,1,7.990621456173416,,"LINESTRING (-94.9136937 43.3996657, -94.9136656 43.3995968)"
,169,51497229,178,179,stream,2,,,,,,,,,1,19.65445924833977,,"LINESTRING (-94.9136656 43.3995968, -94.9135253 43.3994524)"
,170,51497229,179,180,stream,2,,,,,,,,,1,37.683215282155864,,"LINESTRING (-94.9135253 43.3994524, -94.91319780000001 43.3992111)"
,171,51497229,180,181,stream,2,,,,,,,,,1,4.810836498143407,,"LINESTRING (-94.91319780000001 43.3992111, -94.9131792 43.39917)"
,172,51497229,181,182,stream,2,,,,,,,,,1,7.812082760872077,,"LINESTRING (-94.9131792 43.39917, -94.913161 43.399101)"
,173,51497229,182,22,stream,2,,,,,,,,,1,6.129351747251441,,"LINESTRING (-94.913161 43.399101, -94.9131237 43.399053)"
,174,51498120,146,183,stream,2,,,,,,,,,1,0.8859272465621085,,"LINESTRING (-94.9157103 43.3944243, -94.91570659999999 43.3944168)"
,175,51498120,183,184,stream,2,,,,,,,,,1,16.787326123789224,,"LINESTRING (-94.91570659999999 43.3944168, -94.9156649 43.3942689)"
,176,51498120,184,185,stream,2,,,,,,,,,1,3.5470307469583453,,"LINESTRING (-94.9156649 43.3942689, -94.9156516 43.3942385)"
,177,51498120,185,186,stream,2,,,,,,,,,1,7.917687615181284,,"LINESTRING (-94.9156516 43.3942385, -94.91560389999999 43.3941763)"
,178,51498120,186,187,stream,2,,,,,,,,,1,16.114618764848867,,"LINESTRING (-94.91560389999999 43.3941763, -94.9154636 43.3940733)"
,179,51498120,187,188,stream,2,,,,,,,,,1,6.4811984300287735,,"LINESTRING (-94.9154636 43.3940733, -94.9153835 43.3940764)"
,180,51498120,188,189,stream,2,,,,,,,,,1,7.476748451182812,,"LINESTRING (-94.9153835 43.3940764, -94.91529389999999 43.3940932)"
,181,51498120,189,190,stream,2,,,,,,,,,1,6.65408576119193,,"LINESTRING (-94.91529389999999 43.3940932, -94.91523340000001 43.3941338)"
,182,51498120,190,191,stream,2,,,,,,,,,1,14.45144077558139,,"LINESTRING (-94.91523340000001 43.3941338, -94.9150952 43.3942163)"
,183,51498120,191,192,stream,2,,,,,,,,,1,13.418674032478483,,"LINESTRING (-94.9150952 43.3942163, -94.91498199999999 43.3943046)"
,184,51498120,192,193,stream,2,,,,,,,,,1,4.882396011941494,,"LINESTRING (-94.91498199999999 43.3943046, -94.9149635 43.3943464)"
,185,51498120,193,194,stream,2,,,,,,,,,1,9.711697474886352,,"LINESTRING (-94.9149635 43.3943464, -94.9148879 43.3944143)"
,186,51498120,194,195,stream,2,,,,,,,,,1,7.559926035969158,,"LINESTRING (-94.9148879 43.3944143, -94.9148215 43.3944622)"
,187,51498120,195,196,stream,2,,,,,,,,,1,4.6265545185611545,,"LINESTRING (-94.9148215 43.3944622, -94.91476489999999 43.3944685)"
,188,51498120,196,197,stream,2,,,,,,,,,1,5.457781339056204,,"LINESTRING (-94.91476489999999 43.3944685, -94.91470839999999 43.3944416)"
,189,51498120,197,24,stream,2,,,,,,,,,1,12.919629138056662,,"LINESTRING (-94.91470839999999 43.3944416, -94.9145489 43.3944334)"
