name,poi_id,osm_way_id,waterway,barrier,area,centroid,geometry
,86,794493706,reservoir,,8.920798000058537e-08,POINT (-111.0598414 33.7853971),"POLYGON ((-111.0598436 33.7855092, -111.0600384 33.7854881, -111.0600586 33.7854209, -111.060046 33.7853704, -111.0599701 33.7852674, -111.0598816 33.7852569, -111.0597779 33.7852737, -111.0596919 33.7853137, -111.0596236 33.785402, -111.0596236 33.7854692, -111.0597273 33.7855323, -111.0598436 33.7855092))"
,87,794573139,reservoir,,4.818318500058989e-08,POINT (-111.0576969 33.756034),"POLYGON ((-111.0577824 33.7561713, -111.057879 33.7561379, -111.0578816 33.756091, -111.0575651 33.7558591, -111.057541 33.7559528, -111.0575705 33.7560442, -111.0577824 33.7561713))"
,88,794576014,reservoir,,3.080833000024546e-08,POINT (-111.0464551 33.7267375),"POLYGON ((-111.0464804 33.7268251, -111.0465326 33.726815, -111.0465768 33.7267315, -111.0465286 33.7266646, -111.0463879 33.7266513, -111.0463397 33.7267315, -111.0463397 33.7267749, -111.0463638 33.726795, -111.0464804 33.7268251))"
 Buckhorn Beach,89,798964122,beach,,3.273390099988692e-07,POINT (-111.2001319 33.6410783),"POLYGON ((-111.1997071 33.6411883, -111.1998518 33.6414794, -111.2006658 33.6409574, -111.2002558 33.6407365, -111.1999644 33.6408991, -111.1999905 33.6410026, -111.1998579 33.6409925, -111.1997071 33.6411883))"
,90,798964123,beach,,1.1732699500128996e-07,POINT (-111.1851341 33.6543739),"POLYGON ((-111.1849821 33.6546942, -111.185104 33.6547803, -111.1851884 33.6546097, -111.1852487 33.6543487, -111.1852306 33.6540024, -111.1849861 33.6541628, -111.1850719 33.6542979, -111.185076 33.6545458, -111.1849821 33.6546942))"
,91,798964124,beach,,7.63557750020404e-08,POINT (-111.205571 33.6317276),"POLYGON ((-111.2059346 33.6316985, -111.2058511 33.6318089, -111.2053252 33.6317699, -111.205238 33.631761, -111.2052661 33.631644, -111.2059346 33.6316985))"
,92,805466783,beach,,2.8294386500199874e-07,POINT (-111.2232067 33.5953973),"POLYGON ((-111.2236843 33.5954499, -111.2236306 33.5952801, -111.2235448 33.5951684, -111.2231626 33.5951862, -111.2229466 33.5953158, -111.2227884 33.5954108, -111.22272 33.5955169, -111.2228435 33.5956673, -111.2228876 33.5956197, -111.2232391 33.5955752, -111.2235971 33.5954376, -111.2236871 33.5954841, -111.2236843 33.5954499))"
,93,805466784,beach,,6.926355499842267e-08,POINT (-111.2218361 33.5964009),"POLYGON ((-111.2217008 33.596434, -111.2217329 33.5965446, -111.2217888 33.5966489, -111.2219203 33.5964639, -111.2219784 33.5962207, -111.2219127 33.5961883, -111.2217785 33.5962888, -111.2217477 33.596329, -111.2217008 33.596434))"
,94,805466786,beach,,2.363187000045333e-08,POINT (-111.2249081 33.601746),"POLYGON ((-111.2248631 33.601845, -111.2248926 33.601826, -111.2249395 33.6018361, -111.2249677 33.6018037, -111.2249771 33.6016987, -111.2249838 33.6016506, -111.2249543 33.6016328, -111.2249084 33.6016338, -111.2248604 33.6017259, -111.2247982 33.6018092, -111.2248631 33.601845))"
,95,805484803,beach,,2.5752939997443317e-08,POINT (-111.2222611 33.5976281),"POLYGON ((-111.2221983 33.5978147, -111.2222412 33.5977354, -111.2224024 33.5976231, -111.2222037 33.5975282, -111.2221487 33.5974818, -111.2222265 33.5977064, -111.2222043 33.5977639, -111.2221983 33.5978147))"
 Pine Cove,96,874244192,beach,,5.026821100016216e-07,POINT (-111.2186253 33.6040891),"POLYGON ((-111.2180984 33.6042438, -111.2188387 33.604494, -111.2191713 33.6039489, -111.2183881 33.6036808, -111.2180984 33.6042438))"
,98,68704892,reservoir,,1.337941655004553e-06,POINT (-111.0531567 33.6518858),"POLYGON ((-111.0527873 33.6522541, -111.0528202 33.6523531, -111.0528596 33.6524411, -111.0529188 33.6524961, -111.0530043 33.6525786, -111.0530897 33.6526225, -111.0532081 33.6526501, -111.0533264 33.652661, -111.0534448 33.6526391, -111.0535434 33.6526061, -111.0536288 33.6525511, -111.0537012 33.6524961, -111.0537669 33.6524081, -111.053813 33.6522817, -111.0538458 33.6521883, -111.0538458 33.6521718, -111.0538525 33.6521278, -111.0538458 33.6520453, -111.053813 33.6519738, -111.0537801 33.6519353, -111.053721 33.6519188, -111.0536486 33.6518748, -111.0535763 33.6518364, -111.0535172 33.6517924, -111.0534975 33.6517099, -111.0534448 33.6516219, -111.053412 33.6515229, -111.0533659 33.6513965, -111.0533003 33.65127, -111.0532476 33.651204, -111.0531622 33.6511435, -111.0530438 33.6510775, -111.0529387 33.6510721, -111.052794 33.6510555, -111.0527086 33.6510555, -111.0526231 33.6510995, -111.0525705 33.65116, -111.0525377 33.6512314, -111.0525179 33.6513084, -111.0525507 33.6513799, -111.0526033 33.6515338, -111.0526362 33.6516383, -111.0526888 33.6518088, -111.0527413 33.6519902, -111.0527742 33.6521112, -111.0527808 33.6521827, -111.0527873 33.6522541))"
,99,366090867,reservoir,,5.783562695003705e-06,POINT (-111.1481787 33.6969209),"POLYGON ((-111.1476535 33.6956267, -111.1470527 33.6958766, -111.1466021 33.6961444, -111.1463017 33.6966978, -111.1461515 33.6971084, -111.1457223 33.6976083, -111.1456579 33.6980903, -111.14613 33.6982153, -111.1464425 33.6980334, -111.1465136 33.6977846, -111.1466665 33.6976976, -111.1468381 33.6975726, -111.1469642 33.6975503, -111.146924 33.6974398, -111.1468153 33.6972078, -111.146763 33.6971174, -111.1467899 33.697066, -111.1468878 33.6970036, -111.1469763 33.6970337, -111.1470916 33.697104, -111.1472586 33.6971731, -111.1474818 33.697287, -111.1481256 33.6975905, -111.1487049 33.697769, -111.1495418 33.6976619, -111.1500997 33.6974655, -111.1504645 33.6975905, -111.1504215 33.6970727, -111.1501211 33.6968942, -111.1504645 33.69668, -111.1505503 33.6963586, -111.1503786 33.696073, -111.1501211 33.6956981, -111.149692 33.6957516, -111.1493916 33.6960551, -111.1493701 33.6965015, -111.1493272 33.6967692, -111.1488981 33.6969835, -111.1486406 33.6970549, -111.1482972 33.6969835, -111.1480183 33.6966264, -111.1477393 33.6962694, -111.1476535 33.6956267))"
,100,366094065,reservoir,,0.00012930619043998302,POINT (-111.1415013 33.6873291),"POLYGON ((-111.1447353 33.6880747, -111.1449069 33.6880925, -111.1453575 33.6880925, -111.1455936 33.6879497, -111.1458511 33.6878604, -111.145894 33.6881996, -111.1463875 33.6882532, -111.1467952 33.6882532, -111.1469669 33.6884853, -111.1475248 33.6887353, -111.1485333 33.6892173, -111.1491341 33.6893244, -111.149456 33.6892352, -111.1489839 33.688521, -111.1484689 33.6880389, -111.1482329 33.687664, -111.1487693 33.6876461, -111.1489839 33.687789, -111.1495203 33.6880032, -111.1499066 33.6879854, -111.1500568 33.6876461, -111.1503572 33.6878247, -111.1507649 33.6884317, -111.1513228 33.6884317, -111.1513442 33.6876997, -111.1512369 33.6872176, -111.1517305 33.6873069, -111.1525244 33.6877533, -111.1531252 33.6878783, -111.1533398 33.687539, -111.1538548 33.6870748, -111.1533398 33.6867891, -111.1529321 33.6867356, -111.1523957 33.6862714, -111.1519236 33.6859678, -111.1515159 33.6856643, -111.150722 33.6855393, -111.1504859 33.6858071, -111.1501211 33.6852179, -111.1495632 33.6846109, -111.1492199 33.6842359, -111.1489624 33.6842538, -111.1491341 33.6850394, -111.1484045 33.684468, -111.1478252 33.6840216, -111.1473102 33.6840216, -111.1470312 33.6838788, -111.1469239 33.6834681, -111.1465377 33.6834503, -111.1458511 33.6838074, -111.1454219 33.6844859, -111.1455936 33.6850037, -111.1457652 33.685575, -111.1453146 33.6853608, -111.144864 33.6851822, -111.1441344 33.6853608, -111.1436195 33.6854322, -111.143598 33.6851644, -111.1436838 33.6850572, -111.1440701 33.6850215, -111.1440057 33.6841823, -111.143877 33.6837002, -111.1435336 33.6835574, -111.1429757 33.6832896, -111.1421389 33.6830575, -111.1419672 33.6832717, -111.1417741 33.6830217, -111.1415166 33.6827539, -111.1412162 33.6825039, -111.140551 33.6823968, -111.140036 33.6823432, -111.1396713 33.6827003, -111.1396713 33.683361, -111.1398215 33.6838074, -111.1396283 33.6840573, -111.1393923 33.6847001, -111.1389417 33.6852358, -111.1385984 33.6857, -111.1381692 33.6855572, -111.1377401 33.68595, -111.1371607 33.6867534, -111.1368818 33.6873962, -111.1371392 33.6883425, -111.1373967 33.6890566, -111.1373967 33.6896458, -111.1371392 33.6900029, -111.1366243 33.6898958, -111.1362809 33.6894851, -111.1361737 33.688271, -111.1357874 33.6873426, -111.1355514 33.6867356, -111.1357874 33.6857, -111.1360664 33.684843, -111.1360234 33.6838252, -111.1358518 33.6830932, -111.1354441 33.6831467, -111.1351651 33.6830039, -111.1355514 33.6828075, -111.1358303 33.6823611, -111.1357874 33.681879, -111.135487 33.6809862, -111.1344141 33.6801648, -111.1335344 33.6793435, -111.1330408 33.6790756, -111.1321182 33.6792006, -111.1313671 33.6795042, -111.1310453 33.6796649, -111.131174 33.680022, -111.1314959 33.6802363, -111.1314101 33.6807362, -111.1316246 33.6810933, -111.1315388 33.6813969, -111.1317963 33.6819147, -111.1321396 33.682129, -111.1318607 33.6827718, -111.1320323 33.6832539, -111.1323113 33.6835753, -111.1328263 33.6840395, -111.1333412 33.6840395, -111.1335129 33.6845573, -111.1338777 33.6848251, -111.1341995 33.6847537, -111.1344141 33.6853965, -111.1346931 33.6860571, -111.1350364 33.6863785, -111.1348433 33.6869498, -111.1346502 33.6874676, -111.1350364 33.6878783, -111.1350149 33.6884674, -111.1352724 33.6890388, -111.135723 33.6899493, -111.1359805 33.6905921, -111.1360664 33.6911812, -111.1363668 33.6912348, -111.137032 33.6909491, -111.1372895 33.690717, -111.1378688 33.6908599, -111.1379332 33.691092, -111.1376328 33.6911634, -111.1377186 33.6916633, -111.1378474 33.692306, -111.1379117 33.6928416, -111.1381907 33.6932701, -111.139049 33.6934843, -111.1397785 33.6935557, -111.1401433 33.6934308, -111.1404223 33.6934665, -111.1410016 33.6938235, -111.1412806 33.6940556, -111.1420316 33.6942877, -111.1427397 33.6944127, -111.143083 33.6948233, -111.1435551 33.6948769, -111.1434263 33.6944662, -111.1427612 33.6941092, -111.1426968 33.6936629, -111.1427397 33.6933415, -111.1427612 33.6930023, -111.1429757 33.6931808, -111.1431045 33.69352, -111.1433405 33.6935557, -111.1433405 33.6932165, -111.143362 33.6928952, -111.1435122 33.692556, -111.143598 33.6928773, -111.1438126 33.6933951, -111.1439628 33.6937343, -111.1443919 33.6938414, -111.1448211 33.6935736, -111.144864 33.6933058, -111.1451215 33.6936807, -111.1454005 33.6939485, -111.1459154 33.69377, -111.1461729 33.6933951, -111.14613 33.6931808, -111.1463017 33.6929309, -111.1467523 33.6928773, -111.146881 33.6925738, -111.1466879 33.6922167, -111.1463875 33.6918597, -111.1458296 33.6915205, -111.1455936 33.6912705, -111.145379 33.6905564, -111.1453361 33.6901814, -111.145379 33.6897708, -111.145379 33.6894316, -111.1450571 33.6895387, -111.1445421 33.6897351, -111.1446709 33.6894316, -111.1449069 33.6888781, -111.1447782 33.6885032, -111.1443061 33.6880747, -111.1447353 33.6880747))"
,101,451457387,reservoir,,6.69629848499908e-06,POINT (-111.2039684 33.7512371),"POLYGON ((-111.2053643 33.7530411, -111.2057192 33.7528547, -111.2057192 33.752482, -111.205794 33.7521403, -111.2058687 33.7519384, -111.2058687 33.7517364, -111.2058126 33.7515811, -111.2056445 33.7515345, -111.2053719 33.7514417, -111.2051595 33.7512298, -111.2049826 33.7510003, -111.2046711 33.7507648, -111.2041898 33.7504588, -111.2039987 33.7503293, -111.20385 33.7501763, -111.2037155 33.7499762, -111.2035881 33.749882, -111.2032908 33.7497643, -111.2030431 33.7495583, -111.2028237 33.74937, -111.2024343 33.7493641, -111.202314 33.7494465, -111.202222 33.7496643, -111.2020804 33.7500409, -111.2020804 33.7502587, -111.20213 33.7504235, -111.2022432 33.7506236, -111.202406 33.7508119, -111.2025334 33.7510532, -111.2027316 33.7511768, -111.2028591 33.7513181, -111.2029935 33.7514181, -111.2030006 33.7515947, -111.2030431 33.7517006, -111.2032307 33.7518374, -111.2034607 33.7518683, -111.2037226 33.7520361, -111.2039137 33.7523362, -111.2043172 33.7524892, -111.2046074 33.7526658, -111.2047065 33.7528247, -111.2048198 33.7529718, -111.2050392 33.7530542, -111.2051383 33.7530425, -111.2053643 33.7530411))"
,102,68702999,reservoir,,1.7964769350001293e-06,POINT (-111.0720061 33.6585488),"POLYGON ((-111.0710325 33.6591876, -111.0710851 33.6592591, -111.0711246 33.6592866, -111.07121 33.6593085, -111.0713021 33.6592976, -111.0714073 33.659281, -111.0714928 33.6592315, -111.0716111 33.6591985, -111.0717097 33.6591601, -111.0717952 33.6591326, -111.0719135 33.6590996, -111.0720319 33.6590556, -111.0721305 33.659028, -111.0722883 33.6589511, -111.0724198 33.6588796, -111.0725578 33.6587916, -111.07265 33.6586927, -111.0727748 33.6585496, -111.0728932 33.6584232, -111.0729392 33.6583737, -111.0729918 33.6583682, -111.0730247 33.6583572, -111.0731101 33.6583242, -111.073143 33.6582967, -111.0731889 33.6582197, -111.0731956 33.6581483, -111.0731429 33.6581043, -111.0730574 33.6580328, -111.0729128 33.6579613, -111.0727747 33.6579229, -111.0726169 33.6579064, -111.0724197 33.6579064, -111.0723014 33.6579064, -111.0721501 33.6579174, -111.0719989 33.6579614, -111.0718806 33.6579999, -111.0717754 33.6580604, -111.0716307 33.6581869, -111.0714926 33.6582968, -111.0713414 33.6584288, -111.0712691 33.6585058, -111.0711902 33.6585552, -111.0711048 33.6586048, -111.0710522 33.6586763, -111.0710193 33.6587532, -111.0709996 33.6588742, -111.0710062 33.6589457, -111.0710194 33.6590722, -111.0710325 33.6591876))"
,103,366094062,reservoir,,8.631945899974417e-07,POINT (-111.0877438 33.6881001),"POLYGON ((-111.0878939 33.6888424, -111.0880656 33.6888959, -111.0881085 33.6884496, -111.0881299 33.6878783, -111.0877437 33.6874497, -111.0874647 33.6872891, -111.0873145 33.687914, -111.0875291 33.6885924, -111.0878939 33.6888424))"
,104,68701302,reservoir,,2.063606425003693e-06,POINT (-111.0808433 33.6682277),"POLYGON ((-111.0812129 33.669111, -111.0812523 33.6690779, -111.0812852 33.669034, -111.081318 33.6689515, -111.0813311 33.6689075, -111.0813312 33.6688526, -111.0813049 33.6687701, -111.0812851 33.6686711, -111.0813049 33.6686106, -111.0813377 33.6685612, -111.0814035 33.6684897, -111.0814561 33.6684621, -111.081535 33.6684072, -111.0815941 33.6683082, -111.0816861 33.6682202, -111.0817387 33.6680936, -111.0817782 33.6680111, -111.0817715 33.6679287, -111.0817386 33.6678407, -111.0816926 33.6677802, -111.0816071 33.6676977, -111.0815216 33.6676593, -111.0814033 33.6676429, -111.0813046 33.6676153, -111.0812191 33.6675824, -111.0810876 33.6675439, -111.0809627 33.6675439, -111.0808312 33.6675549, -111.0806339 33.667555, -111.0804629 33.6675605, -111.0803446 33.667555, -111.0802788 33.6675275, -111.0802262 33.6674725, -111.0801867 33.6674285, -111.0800421 33.6674836, -111.0800355 33.6675331, -111.0800092 33.667632, -111.0800223 33.6677091, -111.0800356 33.6677805, -111.0800553 33.6678959, -111.080075 33.6680059, -111.080075 33.668138, -111.0800882 33.6682479, -111.0800751 33.6683304, -111.0800882 33.6684184, -111.0801278 33.6684898, -111.0802066 33.6685998, -111.0802593 33.6686548, -111.0803711 33.6687372, -111.0804303 33.6687977, -111.0805223 33.6689132, -111.0805815 33.6689956, -111.0806605 33.6690505, -111.0807657 33.669133, -111.0808972 33.669177, -111.0810287 33.6691879, -111.0811142 33.6691605, -111.0812129 33.669111))"
,105,452379491,reservoir,,5.371344999943024e-08,POINT (-111.1298998 33.6964995),"POLYGON ((-111.129923 33.6966365, -111.1300362 33.6965776, -111.130015 33.6964304, -111.1298876 33.6963597, -111.1297885 33.6964009, -111.1297602 33.6965246, -111.1298309 33.6966012, -111.129923 33.6966365))"
,106,452379492,reservoir,,1.440671399983795e-07,POINT (-111.1469658 33.7037872),"POLYGON ((-111.1469908 33.7040268, -111.1471732 33.7038751, -111.1471517 33.7036609, -111.147023 33.7035538, -111.1468191 33.7036073, -111.1467655 33.7037323, -111.1467977 33.7039644, -111.1469908 33.7040268))"
,107,452379493,reservoir,,1.091550815000547e-06,POINT (-111.1602938 33.7105382),"POLYGON ((-111.1607397 33.7111961, -111.1609221 33.7114996, -111.1610401 33.7114996, -111.1610616 33.7113657, -111.1609972 33.7111158, -111.160847 33.7108481, -111.1607719 33.710616, -111.1605251 33.7103215, -111.1605359 33.7101073, -111.1606002 33.7098485, -111.1604393 33.7098396, -111.1601496 33.7099377, -111.159817 33.7100537, -111.1595595 33.7101965, -111.1594415 33.710375, -111.1595488 33.7105714, -111.1599565 33.7106785, -111.1602462 33.710857, -111.1604607 33.7110355, -111.1607397 33.7111961))"
