name,node_id,osm_node_id,x_coord,y_coord,geometry
,50,444024607,-111.449982,33.578999,POINT (-111.449982 33.578999)
,51,444024609,-111.449738,33.577701,POINT (-111.449738 33.577701)
,52,444024610,-111.449675,33.577953,POINT (-111.449675 33.577953)
,53,444024611,-111.449644,33.578251,POINT (-111.449644 33.578251)
,54,444024612,-111.449677,33.57835,POINT (-111.449677 33.57835)
,55,444024618,-111.44347,33.588944,POINT (-111.44347 33.588944)
,56,444024622,-111.44236,33.588957,POINT (-111.44236 33.588957)
,57,444024630,-111.44277,33.588919,POINT (-111.44277 33.588919)
,58,444024644,-111.441908,33.589067,POINT (-111.441908 33.589067)
,59,444024646,-111.442134,33.589003,POINT (-111.442134 33.589003)
,60,444024657,-111.442256,33.59178,POINT (-111.442256 33.59178)
,61,444024658,-111.442379,33.592155,POINT (-111.442379 33.592155)
,62,444027321,-111.444402,33.602506,POINT (-111.444402 33.602506)
,63,444049425,-111.457393,33.570367,POINT (-111.457393 33.570367)
,64,444049426,-111.457243,33.570475,POINT (-111.457243 33.570475)
,65,444049427,-111.457682,33.569969,POINT (-111.457682 33.569969)
,66,444049428,-111.457532,33.570186,POINT (-111.457532 33.570186)
,67,444049429,-111.456619,33.570766,POINT (-111.456619 33.570766)
,68,444049430,-111.456383,33.570839,POINT (-111.456383 33.570839)
,69,444049431,-111.457135,33.570539,POINT (-111.457135 33.570539)
,70,444049432,-111.45691,33.570657,POINT (-111.45691 33.570657)
,71,444049434,-111.45796,33.569517,POINT (-111.45796 33.569517)
,72,444049439,-111.457807,33.569752,POINT (-111.457807 33.569752)
,73,444049441,-111.453644,33.572518,POINT (-111.453644 33.572518)
,74,444049442,-111.453772,33.572364,POINT (-111.453772 33.572364)
,75,444049443,-111.453976,33.572183,POINT (-111.453976 33.572183)
,76,444049444,-111.454169,33.572065,POINT (-111.454169 33.572065)
,77,444049445,-111.452852,33.573567,POINT (-111.452852 33.573567)
,78,444049446,-111.453098,33.573251,POINT (-111.453098 33.573251)
,79,444049447,-111.453334,33.572961,POINT (-111.453334 33.572961)
,80,444049448,-111.453548,33.572681,POINT (-111.453548 33.572681)
,81,444049449,-111.455338,33.571357,POINT (-111.455338 33.571357)
,82,444049450,-111.455609,33.571194,POINT (-111.455609 33.571194)
,83,444049451,-111.455877,33.571067,POINT (-111.455877 33.571067)
,84,444049452,-111.456038,33.570949,POINT (-111.456038 33.570949)
,85,444049453,-111.45446,33.571938,POINT (-111.45446 33.571938)
,86,444049454,-111.454696,33.571775,POINT (-111.454696 33.571775)
,87,444049455,-111.454964,33.57162,POINT (-111.454964 33.57162)
,88,444049456,-111.455151,33.571489,POINT (-111.455151 33.571489)
,89,529384118,-111.538876,33.5727485,POINT (-111.538876 33.5727485)
,90,529384119,-111.5393141,33.5717935,POINT (-111.5393141 33.5717935)
,91,529384120,-111.5375005,33.5706573,POINT (-111.5375005 33.5706573)
,92,529384121,-111.537729,33.5696195,POINT (-111.537729 33.5696195)
,93,529384122,-111.5377934,33.5682639,POINT (-111.5377934 33.5682639)
,94,529384123,-111.5375348,33.567629,POINT (-111.5375348 33.567629)
,95,529384124,-111.5373652,33.567014,POINT (-111.5373652 33.567014)
,96,529384125,-111.5376101,33.5653743,POINT (-111.5376101 33.5653743)
,97,529384126,-111.5365845,33.5659659,POINT (-111.5365845 33.5659659)
,98,529384127,-111.5363876,33.5663861,POINT (-111.5363876 33.5663861)
,99,529384128,-111.5341571,33.5671109,POINT (-111.5341571 33.5671109)
,100,529384129,-111.534076,33.5671217,POINT (-111.534076 33.5671217)
,101,529384130,-111.5337962,33.5679865,POINT (-111.5337962 33.5679865)
,102,529384131,-111.5336751,33.5686636,POINT (-111.5336751 33.5686636)
,103,529384132,-111.5320309,33.5683588,POINT (-111.5320309 33.5683588)
,104,529384133,-111.5309462,33.5682769,POINT (-111.5309462 33.5682769)
,105,529384134,-111.5303134,33.5673234,POINT (-111.5303134 33.5673234)
,106,529384135,-111.5283215,33.5660139,POINT (-111.5283215 33.5660139)
,107,529384137,-111.5227443,33.563582,POINT (-111.5227443 33.563582)
,108,529384138,-111.5221417,33.5629073,POINT (-111.5221417 33.5629073)
,109,529384139,-111.5219379,33.5622278,POINT (-111.5219379 33.5622278)
,110,529384140,-111.5217608,33.5616333,POINT (-111.5217608 33.5616333)
,111,529384142,-111.5211994,33.5612218,POINT (-111.5211994 33.5612218)
,112,529384143,-111.5221202,33.5604666,POINT (-111.5221202 33.5604666)
,113,529384144,-111.5218306,33.559957,POINT (-111.5218306 33.559957)
,114,529384145,-111.5210903,33.5602028,POINT (-111.5210903 33.5602028)
,115,529384146,-111.5205431,33.5602431,POINT (-111.5205431 33.5602431)
,116,529384147,-111.5202552,33.5591834,POINT (-111.5202552 33.5591834)
,117,529384148,-111.5195257,33.5588973,POINT (-111.5195257 33.5588973)
,118,529384149,-111.5199119,33.5598629,POINT (-111.5199119 33.5598629)
,119,529384150,-111.5195024,33.5608242,POINT (-111.5195024 33.5608242)
,120,529384151,-111.5193468,33.560936,POINT (-111.5193468 33.560936)
,121,529384152,-111.5180165,33.5610567,POINT (-111.5180165 33.5610567)
,122,529384153,-111.517126,33.5609181,POINT (-111.517126 33.5609181)
,123,529384154,-111.5165216,33.5604351,POINT (-111.5165216 33.5604351)
,124,529384155,-111.5159726,33.5597245,POINT (-111.5159726 33.5597245)
,125,529384156,-111.5153343,33.5592149,POINT (-111.5153343 33.5592149)
,126,529384157,-111.5144008,33.5585533,POINT (-111.5144008 33.5585533)
,127,529384158,-111.5139467,33.5581105,POINT (-111.5139467 33.5581105)
,128,529384159,-111.5122301,33.5569304,POINT (-111.5122301 33.5569304)
,129,529384160,-111.5106833,33.5562288,POINT (-111.5106833 33.5562288)
,130,529384161,-111.5080226,33.5553794,POINT (-111.5080226 33.5553794)
,131,529384162,-111.5067512,33.5550128,POINT (-111.5067512 33.5550128)
,132,529384163,-111.5042085,33.5550038,POINT (-111.5042085 33.5550038)
,133,529384165,-111.5031034,33.554986,POINT (-111.5031034 33.554986)
,134,529384166,-111.5021539,33.5535018,POINT (-111.5021539 33.5535018)
,135,529384167,-111.5021968,33.5562243,POINT (-111.5021968 33.5562243)
,136,529384169,-111.5019733,33.5562509,POINT (-111.5019733 33.5562509)
,137,529384170,-111.5008396,33.5567071,POINT (-111.5008396 33.5567071)
,138,529384171,-111.5006679,33.5567116,POINT (-111.5006679 33.5567116)
,139,529384172,-111.5004283,33.5568231,POINT (-111.5004283 33.5568231)
,140,529384173,-111.4994609,33.5569842,POINT (-111.4994609 33.5569842)
,141,529384174,-111.4980233,33.5582359,POINT (-111.4980233 33.5582359)
,142,529384175,-111.4977336,33.5584818,POINT (-111.4977336 33.5584818)
,143,529384176,-111.4974171,33.5587187,POINT (-111.4974171 33.5587187)
,144,529384177,-111.4968967,33.5589467,POINT (-111.4968967 33.5589467)
,145,529384178,-111.4948422,33.5614143,POINT (-111.4948422 33.5614143)
,146,529384179,-111.4940536,33.5621563,POINT (-111.4940536 33.5621563)
,147,529384180,-111.4943057,33.5635957,POINT (-111.4943057 33.5635957)
,148,529384181,-111.493662,33.5639622,POINT (-111.493662 33.5639622)
,149,529384182,-111.4936477,33.5645833,POINT (-111.4936477 33.5645833)
,150,529384183,-111.4943701,33.5649188,POINT (-111.4943701 33.5649188)
,151,529384184,-111.4954484,33.5656787,POINT (-111.4954484 33.5656787)
,152,529384185,-111.4959651,33.5667646,POINT (-111.4959651 33.5667646)
,153,529384186,-111.4969951,33.5669434,POINT (-111.4969951 33.5669434)
,154,529384187,-111.4978302,33.566747,POINT (-111.4978302 33.566747)
,155,529384188,-111.4983559,33.5671403,POINT (-111.4983559 33.5671403)
,156,529384190,-111.4981109,33.5679089,POINT (-111.4981109 33.5679089)
,157,529384191,-111.4970809,33.5689816,POINT (-111.4970809 33.5689816)
,158,529384192,-111.495536,33.5701617,POINT (-111.495536 33.5701617)
,159,529384193,-111.494506,33.5714489,POINT (-111.494506 33.5714489)
,160,529384194,-111.4921028,33.5719853,POINT (-111.4921028 33.5719853)
,161,529384195,-111.4903522,33.5716279,POINT (-111.4903522 33.5716279)
,162,529384196,-111.4889699,33.5719137,POINT (-111.4889699 33.5719137)
,163,529384197,-111.488893,33.5726917,POINT (-111.488893 33.5726917)
,164,529384198,-111.4896995,33.5727004,POINT (-111.4896995 33.5727004)
,165,529384199,-111.4903861,33.5729149,POINT (-111.4903861 33.5729149)
,166,529384200,-111.491459,33.573058,POINT (-111.491459 33.573058)
,167,529384201,-111.4908886,33.5738403,POINT (-111.4908886 33.5738403)
,168,529384202,-111.4914841,33.5742918,POINT (-111.4914841 33.5742918)
,169,529384203,-111.4908153,33.5747742,POINT (-111.4908153 33.5747742)
,170,529384204,-111.4897674,33.5743946,POINT (-111.4897674 33.5743946)
,171,529384205,-111.4883262,33.5742021,POINT (-111.4883262 33.5742021)
,172,529384206,-111.4859694,33.5727364,POINT (-111.4859694 33.5727364)
,173,529384207,-111.4850266,33.571857,POINT (-111.4850266 33.571857)
,174,529384208,-111.4831424,33.5706491,POINT (-111.4831424 33.5706491)
,175,529384210,-111.4825577,33.5693886,POINT (-111.4825577 33.5693886)
,176,529384211,-111.4823645,33.5667961,POINT (-111.4823645 33.5667961)
,177,529384212,-111.483019,33.5638728,POINT (-111.483019 33.5638728)
,178,529384213,-111.4828205,33.5628581,POINT (-111.4828205 33.5628581)
,179,529384214,-111.4827901,33.5619728,POINT (-111.4827901 33.5619728)
,180,529384215,-111.482833,33.5606496,POINT (-111.482833 33.5606496)
,181,529384216,-111.4825756,33.5598271,POINT (-111.4825756 33.5598271)
,182,529384217,-111.4821537,33.5588481,POINT (-111.4821537 33.5588481)
,183,529384218,-111.481055,33.5580609,POINT (-111.481055 33.5580609)
,184,529384219,-111.4805473,33.5576622,POINT (-111.4805473 33.5576622)
,185,529384220,-111.4778422,33.557468,POINT (-111.4778422 33.557468)
,186,529384221,-111.4758892,33.557646,POINT (-111.4758892 33.557646)
,187,529384222,-111.473959,33.5587452,POINT (-111.473959 33.5587452)
,188,529384223,-111.472698,33.5591508,POINT (-111.472698 33.5591508)
,189,529384224,-111.4702356,33.5605113,POINT (-111.4702356 33.5605113)
,190,529384225,-111.4683795,33.5614947,POINT (-111.4683795 33.5614947)
,191,529384226,-111.4666844,33.5627464,POINT (-111.4666844 33.5627464)
,192,529384227,-111.4663106,33.5635373,POINT (-111.4663106 33.5635373)
,193,529384228,-111.4659673,33.5642257,POINT (-111.4659673 33.5642257)
,194,529384229,-111.4634353,33.5637787,POINT (-111.4634353 33.5637787)
,195,529384230,-111.4617276,33.5621518,POINT (-111.4617276 33.5621518)
,196,529384232,-111.4613468,33.5607035,POINT (-111.4613468 33.5607035)
,197,529384233,-111.4607316,33.5591834,POINT (-111.4607316 33.5591834)
,198,529384234,-111.4611161,33.5578783,POINT (-111.4611161 33.5578783)
,199,529384235,-111.4617491,33.5565596,POINT (-111.4617491 33.5565596)
,200,529384236,-111.4601022,33.5552542,POINT (-111.4601022 33.5552542)
,201,529384237,-111.4571786,33.5552184,POINT (-111.4571786 33.5552184)
,202,529384238,-111.4558017,33.5554909,POINT (-111.4558017 33.5554909)
,203,529384239,-111.4533931,33.5557502,POINT (-111.4533931 33.5557502)
,204,529384240,-111.4506036,33.5562151,POINT (-111.4506036 33.5562151)
,205,529384241,-111.4488012,33.5567158,POINT (-111.4488012 33.5567158)
,206,529384242,-111.4469862,33.555965,POINT (-111.4469862 33.555965)
,207,529384243,-111.4451301,33.5545121,POINT (-111.4451301 33.5545121)
,208,529384244,-111.4433706,33.5535509,POINT (-111.4433706 33.5535509)
,209,529384245,-111.4432257,33.5535018,POINT (-111.4432257 33.5535018)
,210,529384246,-111.4430813,33.5533862,POINT (-111.4430813 33.5533862)
,211,529384247,-111.4448834,33.5550754,POINT (-111.4448834 33.5550754)
,212,529384248,-111.4461601,33.5559873,POINT (-111.4461601 33.5559873)
,213,529384249,-111.4472598,33.5567428,POINT (-111.4472598 33.5567428)
,214,529384250,-111.4491481,33.5571541,POINT (-111.4491481 33.5571541)
,215,529384253,-111.4501298,33.5572525,POINT (-111.4501298 33.5572525)
,216,529384254,-111.4522755,33.5571407,POINT (-111.4522755 33.5571407)
,217,529384256,-111.4533806,33.5566177,POINT (-111.4533806 33.5566177)
,218,529384257,-111.4567405,33.555929,POINT (-111.4567405 33.555929)
,219,529384258,-111.4591366,33.556108,POINT (-111.4591366 33.556108)
,220,529384259,-111.4601559,33.5562645,POINT (-111.4601559 33.5562645)
,221,529384260,-111.4606029,33.5570377,POINT (-111.4606029 33.5570377)
,222,529384261,-111.4598304,33.5587543,POINT (-111.4598304 33.5587543)
,223,529384262,-111.4595872,33.5606946,POINT (-111.4595872 33.5606946)
,224,529384263,-111.4603329,33.5620267,POINT (-111.4603329 33.5620267)
,225,529384264,-111.4619762,33.5634032,POINT (-111.4619762 33.5634032)
,226,529384266,-111.4624483,33.5642972,POINT (-111.4624483 33.5642972)
,227,529384267,-111.4644491,33.5650258,POINT (-111.4644491 33.5650258)
,228,529384268,-111.4649749,33.5649632,POINT (-111.4649749 33.5649632)
,229,529384269,-111.4659673,33.5651555,POINT (-111.4659673 33.5651555)
,230,529384270,-111.4668256,33.5643687,POINT (-111.4668256 33.5643687)
,231,529384271,-111.468342,33.5626346,POINT (-111.468342 33.5626346)
,232,529384272,-111.4705414,33.5615215,POINT (-111.4705414 33.5615215)
,233,529384273,-111.4731342,33.5606139,POINT (-111.4731342 33.5606139)
,234,529384274,-111.4752799,33.559541,POINT (-111.4752799 33.559541)
,235,529384275,-111.4762598,33.5586338,POINT (-111.4762598 33.5586338)
,236,529384276,-111.4779228,33.5583253,POINT (-111.4779228 33.5583253)
,237,529384277,-111.4799148,33.5587185,POINT (-111.4799148 33.5587185)
,238,529384278,-111.4812023,33.5594695,POINT (-111.4812023 33.5594695)
,239,529384281,-111.4810467,33.560605,POINT (-111.4810467 33.560605)
,240,529384282,-111.480841,33.5615707,POINT (-111.480841 33.5615707)
,241,529384285,-111.480816,33.5624019,POINT (-111.480816 33.5624019)
,242,529384286,-111.481331,33.5627238,POINT (-111.481331 33.5627238)
,243,529384287,-111.4808518,33.5636113,POINT (-111.4808518 33.5636113)
,244,529384288,-111.4807767,33.5637119,POINT (-111.4807767 33.5637119)
,245,529384289,-111.4805433,33.563951,POINT (-111.4805433 33.563951)
,246,529384290,-111.4794812,33.5659334,POINT (-111.4794812 33.5659334)
,247,529384292,-111.480301,33.5668004,POINT (-111.480301 33.5668004)
,248,529384294,-111.4795536,33.5682175,POINT (-111.4795536 33.5682175)
,249,529384295,-111.4790136,33.5693035,POINT (-111.4790136 33.5693035)
,250,529384296,-111.4801075,33.5711139,POINT (-111.4801075 33.5711139)
,251,529384297,-111.4807257,33.5713486,POINT (-111.4807257 33.5713486)
,252,529384298,-111.4821553,33.5722134,POINT (-111.4821553 33.5722134)
,253,529384299,-111.4815974,33.5732101,POINT (-111.4815974 33.5732101)
,254,529384300,-111.4806962,33.5734135,POINT (-111.4806962 33.5734135)
,255,529384301,-111.4822868,33.5736415,POINT (-111.4822868 33.5736415)
,256,529384303,-111.481846,33.5747765,POINT (-111.481846 33.5747765)
,257,529384306,-111.4828996,33.574323,POINT (-111.4828996 33.574323)
,258,529384307,-111.4824817,33.5753597,POINT (-111.4824817 33.5753597)
,259,529384308,-111.4826346,33.5761352,POINT (-111.4826346 33.5761352)
,260,529384309,-111.4836484,33.5747385,POINT (-111.4836484 33.5747385)
,261,529384310,-111.4860947,33.5765755,POINT (-111.4860947 33.5765755)
,262,529384311,-111.4856225,33.5776346,POINT (-111.4856225 33.5776346)
,263,529384312,-111.4864379,33.5782782,POINT (-111.4864379 33.5782782)
,264,529384315,-111.4875537,33.5778849,POINT (-111.4875537 33.5778849)
,265,529384316,-111.4881975,33.5784212,POINT (-111.4881975 33.5784212)
,266,529384317,-111.4891845,33.578886,POINT (-111.4891845 33.578886)
,267,529384318,-111.4893991,33.5799229,POINT (-111.4893991 33.5799229)
,268,529384319,-111.4926071,33.5798112,POINT (-111.4926071 33.5798112)
,269,529384320,-111.4928323,33.5809955,POINT (-111.4928323 33.5809955)
,270,529384321,-111.4936477,33.5800301,POINT (-111.4936477 33.5800301)
,271,529384322,-111.4944631,33.5812458,POINT (-111.4944631 33.5812458)
,272,529384324,-111.4951712,33.5808793,POINT (-111.4951712 33.5808793)
,273,529384325,-111.4946133,33.578819,POINT (-111.4946133 33.578819)
,274,529384326,-111.4958793,33.5806737,POINT (-111.4958793 33.5806737)
,275,529384327,-111.4962745,33.5808929,POINT (-111.4962745 33.5808929)
,276,529384328,-111.4969093,33.5797084,POINT (-111.4969093 33.5797084)
,277,529384330,-111.4963514,33.5789218,POINT (-111.4963514 33.5789218)
,278,529384333,-111.4972955,33.5793508,POINT (-111.4972955 33.5793508)
,279,529384334,-111.4969575,33.5780257,POINT (-111.4969575 33.5780257)
,280,529384337,-111.4962254,33.5757575,POINT (-111.4962254 33.5757575)
,281,529384338,-111.4952356,33.5754536,POINT (-111.4952356 33.5754536)
,282,529384339,-111.4964372,33.5736301,POINT (-111.4964372 33.5736301)
,283,529384340,-111.4983952,33.5725865,POINT (-111.4983952 33.5725865)
,284,529384341,-111.4993769,33.5720277,POINT (-111.4993769 33.5720277)
,285,529384342,-111.5005392,33.5710714,POINT (-111.5005392 33.5710714)
,286,529384343,-111.5013143,33.5700814,POINT (-111.5013143 33.5700814)
,287,529384344,-111.5019581,33.569706,POINT (-111.5019581 33.569706)
,288,529384345,-111.5018875,33.5711629,POINT (-111.5018875 33.5711629)
,289,529384346,-111.5033716,33.5703183,POINT (-111.5033716 33.5703183)
,290,529384347,-111.5038544,33.5686533,POINT (-111.5038544 33.5686533)
,291,529384348,-111.5018937,33.566785,POINT (-111.5018937 33.566785)
,292,529384349,-111.5013063,33.5654574,POINT (-111.5013063 33.5654574)
,293,529384350,-111.5000939,33.564731,POINT (-111.5000939 33.564731)
,294,529384351,-111.498667,33.5633878,POINT (-111.498667 33.5633878)
,295,529384352,-111.4968664,33.5621516,POINT (-111.4968664 33.5621516)
,296,529384353,-111.49676,33.5612936,POINT (-111.49676 33.5612936)
,297,529384354,-111.498667,33.5599168,POINT (-111.498667 33.5599168)
,298,529384355,-111.5009433,33.558647,POINT (-111.5009433 33.558647)
,299,529384356,-111.5022048,33.5580147,POINT (-111.5022048 33.5580147)
,300,529384357,-111.5039045,33.5574311,POINT (-111.5039045 33.5574311)
,301,529384358,-111.506322,33.5571541,POINT (-111.506322 33.5571541)
,302,529384359,-111.5088916,33.5574268,POINT (-111.5088916 33.5574268)
,303,529384360,-111.5096775,33.5580012,POINT (-111.5096775 33.5580012)
,304,529384361,-111.5105564,33.5584682,POINT (-111.5105564 33.5584682)
,305,529384362,-111.5115175,33.5591769,POINT (-111.5115175 33.5591769)
,306,529384363,-111.5123159,33.5602563,POINT (-111.5123159 33.5602563)
,307,529384364,-111.5135881,33.5611505,POINT (-111.5135881 33.5611505)
,308,529384365,-111.5121612,33.5627441,POINT (-111.5121612 33.5627441)
,309,529384366,-111.5113673,33.5633275,POINT (-111.5113673 33.5633275)
,310,529384367,-111.5131322,33.5632492,POINT (-111.5131322 33.5632492)
,311,529384368,-111.5133459,33.5638323,POINT (-111.5133459 33.5638323)
,312,529384369,-111.5147978,33.5645455,POINT (-111.5147978 33.5645455)
,313,529384370,-111.5144706,33.565035,POINT (-111.5144706 33.565035)
,314,529384371,-111.5168256,33.5660161,POINT (-111.5168256 33.5660161)
,315,529384372,-111.5168121,33.5673348,POINT (-111.5168121 33.5673348)
,316,529384374,-111.5169937,33.5693035,POINT (-111.5169937 33.5693035)
,317,529384375,-111.5137118,33.5717975,POINT (-111.5137118 33.5717975)
,318,529384376,-111.5117884,33.5731538,POINT (-111.5117884 33.5731538)
,319,529384377,-111.512997,33.5726237,POINT (-111.512997 33.5726237)
,320,529384378,-111.5144841,33.5728398,POINT (-111.5144841 33.5728398)
,321,529384379,-111.5141356,33.5744846,POINT (-111.5141356 33.5744846)
,322,529384380,-111.5152351,33.5751474,POINT (-111.5152351 33.5751474)
,323,529384381,-111.5161612,33.5745413,POINT (-111.5161612 33.5745413)
,324,529384383,-111.5169568,33.5729057,POINT (-111.5169568 33.5729057)
,325,529384384,-111.5182072,33.5743976,POINT (-111.5182072 33.5743976)
,326,529384385,-111.5211904,33.5740235,POINT (-111.5211904 33.5740235)
,327,529384386,-111.5218591,33.5738171,POINT (-111.5218591 33.5738171)
,328,529384387,-111.522569,33.5738445,POINT (-111.522569 33.5738445)
,329,529384388,-111.5253423,33.5748608,POINT (-111.5253423 33.5748608)
,330,529384389,-111.5266825,33.5748265,POINT (-111.5266825 33.5748265)
,331,529384390,-111.5289046,33.5757546,POINT (-111.5289046 33.5757546)
,332,529384391,-111.5299907,33.5759371,POINT (-111.5299907 33.5759371)
,333,529384392,-111.5316703,33.5762265,POINT (-111.5316703 33.5762265)
,334,529384393,-111.5335822,33.5764544,POINT (-111.5335822 33.5764544)
,335,529384394,-111.5338811,33.5761796,POINT (-111.5338811 33.5761796)
,336,529384395,-111.5356495,33.5762671,POINT (-111.5356495 33.5762671)
,337,529384396,-111.5362829,33.5758723,POINT (-111.5362829 33.5758723)
,338,529384397,-111.5372684,33.5752903,POINT (-111.5372684 33.5752903)
,339,529384398,-111.5374756,33.574284,POINT (-111.5374756 33.574284)
,340,529384399,-111.5372182,33.5737312,POINT (-111.5372182 33.5737312)
,341,529384400,-111.5374327,33.573261,POINT (-111.5374327 33.573261)
,342,529384401,-111.5381393,33.572597,POINT (-111.5381393 33.572597)
,343,595400134,-111.5378106,33.566073,POINT (-111.5378106 33.566073)
,344,595400135,-111.5367906,33.5658954,POINT (-111.5367906 33.5658954)
,345,595400148,-111.5365121,33.566223,POINT (-111.5365121 33.566223)
,346,595400149,-111.5360424,33.566601,POINT (-111.5360424 33.566601)
,347,595400150,-111.5352818,33.5666476,POINT (-111.5352818 33.5666476)
,348,864174815,-111.3442072,33.5905541,POINT (-111.3442072 33.5905541)
,349,864174816,-111.3461152,33.5898878,POINT (-111.3461152 33.5898878)
,350,864174817,-111.3484326,33.5885293,POINT (-111.3484326 33.5885293)
,351,864174818,-111.3491193,33.5869563,POINT (-111.3491193 33.5869563)
,352,864174820,-111.3504926,33.585848,POINT (-111.3504926 33.585848)
,353,864174822,-111.3542209,33.5858257,POINT (-111.3542209 33.5858257)
,354,864174825,-111.3570586,33.5845967,POINT (-111.3570586 33.5845967)
,355,864174828,-111.3582173,33.5831667,POINT (-111.3582173 33.5831667)
,356,864174830,-111.3583461,33.5822371,POINT (-111.3583461 33.5822371)
,357,864174831,-111.3582602,33.5814863,POINT (-111.3582602 33.5814863)
,358,864174832,-111.3578311,33.5810573,POINT (-111.3578311 33.5810573)
,359,864174836,-111.3571444,33.580664,POINT (-111.3571444 33.580664)
,360,864174838,-111.3557282,33.5803422,POINT (-111.3557282 33.5803422)
,361,864174841,-111.354827,33.5800562,POINT (-111.354827 33.5800562)
,362,864174844,-111.354312,33.5798059,POINT (-111.354312 33.5798059)
,363,864174852,-111.3540545,33.5791623,POINT (-111.3540545 33.5791623)
,364,864174853,-111.3539687,33.578483,POINT (-111.3539687 33.578483)
,365,864174857,-111.354312,33.5775891,POINT (-111.354312 33.5775891)
,366,864174862,-111.3550416,33.5769813,POINT (-111.3550416 33.5769813)
,367,864174864,-111.3562861,33.5766595,POINT (-111.3562861 33.5766595)
,368,864174866,-111.3586465,33.5771914,POINT (-111.3586465 33.5771914)
,369,864174868,-111.3592688,33.5770171,POINT (-111.3592688 33.5770171)
,370,864174871,-111.3599339,33.5768383,POINT (-111.3599339 33.5768383)
,371,864174874,-111.3605348,33.576159,POINT (-111.3605348 33.576159)
,372,864174877,-111.3611785,33.5754081,POINT (-111.3611785 33.5754081)
,373,864174878,-111.3617364,33.5747287,POINT (-111.3617364 33.5747287)
,374,864174879,-111.3626376,33.5741567,POINT (-111.3626376 33.5741567)
,375,864174881,-111.3633243,33.5738349,POINT (-111.3633243 33.5738349)
,376,864174883,-111.3642255,33.5737633,POINT (-111.3642255 33.5737633)
